"","hgnc_symbol","count"
"1455","TUBA1A",1
"1456","TUBA1B",1
"1457","TUBA1C",1
"1458","TUBA3C",1
"1459","TUBA3D",1
"1460","TUBA3E",1
"1461","TUBA4A",1
"1462","TUBA8",1
"1463","TUBAL3",1
"1464","TUBB",1
"1465","TUBB1",1
"1466","TUBB2A",1
"1467","TUBB2B",1
"1468","TUBB3",1
"1469","TUBB4A",1
"1470","TUBB4B",1
"1471","TUBB6",1
"1472","TUBD1",1
"1473","TUBG1",1
"1474","TUBG2",1
"1475","TXK",1
"1476","TYROBP",1
"1477","TYSND1",1
"1478","UBASH3A",1
"1479","UBC",1
"1480","UBD",1
"1481","UBE2D3",1
"1482","UBE2J1",1
"1483","UBE2K",1
"1484","UBE2V1",1
"1485","UBL4A",1
"1486","UCHL1",1
"1487","UCHL3",1
"1488","UPP1",1
"1489","USF2",1
"1490","USP15",1
"1491","USP18",1
"1492","USP21",1
"1493","USP3",1
"1494","USP4",1
"1495","USP5",1
"1496","USP7",1
"1497","USP8",1
"1498","USP9X",1
"1499","UTRN",1
"1500","UVRAG",1
"1501","VAPA",1
"1502","VASP",1
"1503","VCL",1
"1504","VEGFA",1
"1505","VEGFB",1
"1506","VEGFC",1
"1507","VEGFD",1
"1508","VIM",1
"1509","VPS4A",1
"1510","WDTC1",1
"1511","WWP1",1
"1512","XCR1",1
"1513","XRCC4",1
"1514","XRN1",1
"1515","YWHAG",1
"1516","YWHAZ",1
"1517","ZC3H12A",1
"1518","ZCCHC11",1
"1519","ZEB2",1
"1520","ZFYVE1",1
"1521","ZFYVE9",1
"1522","ZNF598",1
"1523","ZNF74",1
